carat	 color	 clarity	 depth	 table	 price	 x	 y	 z	 heavy	 cut_now
0.71	 I	 IF	61.5	56	2925	5.74	5.77	3.54	0	5
1.02	 I	 I1	61.7	56	2925	6.49	6.44	3.99	1	5
1.2	 I	 I1	60.5	58	2925	6.9	6.79	4.14	1	4
0.81	 D	 SI2	63.6	55	2926	5.91	5.86	3.74	1	2
0.81	 F	 SI1	61.2	56	2926	6.03	6	3.68	1	4
0.81	 F	 SI1	61.3	60	2926	6	5.94	3.66	1	4
0.77	 H	 VS1	63.3	57	2927	5.79	5.83	3.68	0	3
0.8	 I	 SI1	59.4	58	2927	6.07	6.09	3.61	1	5
0.9	 H	 SI2	59.5	60	2927	6.32	6.29	3.75	1	4
0.7	 F	 VS2	61.3	54	2928	5.72	5.76	3.52	0	3
0.7	 D	 VS2	60.8	59	2928	5.67	5.71	3.46	0	3
0.74	 E	 SI1	61	58	2929	5.82	5.85	3.56	0	3
0.8	 G	 VS2	61.1	57	2929	6.01	6.07	3.69	1	3
0.7	 G	 VS2	61.8	57	2929	5.68	5.71	3.52	0	5
0.7	 E	 SI1	60.1	57	2929	5.78	5.83	3.49	0	5
0.71	 E	 VS2	61.3	60	2930	5.74	5.71	3.51	0	3
0.7	 E	 VS1	60.3	58	2930	5.7	5.74	3.45	0	4
0.7	 E	 VS1	62.3	54	2930	5.67	5.72	3.55	0	5
0.71	 F	 VS2	62.3	57	2930	5.69	5.74	3.56	0	5
0.71	 G	 VS1	62.7	57	2930	5.69	5.73	3.58	0	5
0.71	 G	 VS1	62.6	57	2930	5.67	5.7	3.56	0	5
0.9	 E	 SI2	58.7	63	2930	6.23	6.2	3.65	1	3
0.9	 E	 SI2	65	58	2930	6.08	6.04	3.94	1	1
0.71	 G	 VVS1	61.7	57	2930	5.75	5.7	3.53	0	5
0.7	 G	 VVS2	60.8	57	2931	5.72	5.76	3.49	0	3
0.72	 F	 VS2	63.3	57	2931	5.69	5.72	3.61	0	3
0.72	 F	 VS2	61.8	59	2931	5.71	5.74	3.54	0	5
0.7	 G	 VVS1	62	61	2932	5.71	5.62	3.51	0	4
0.7	 F	 VVS2	61	57	2932	5.8	5.71	3.51	0	4
0.7	 F	 VVS2	63.2	58	2932	5.66	5.6	3.56	0	3
0.72	 G	 VVS2	62.2	57	2933	5.67	5.72	3.54	0	3
0.59	 D	 VVS2	60.6	59	2933	5.44	5.49	3.31	0	3
0.73	 F	 VS2	59.9	58	2933	5.84	5.87	3.51	0	4
0.75	 F	 VS2	62.3	57	2933	5.81	5.87	3.64	0	5
0.75	 D	 SI2	57.6	56	2933	5.98	6.07	3.47	0	2
0.9	 H	 SI2	62.7	64	2934	6	6.09	3.79	1	2
0.71	 D	 SI2	62	54	2934	5.77	5.74	3.57	0	5
0.91	 H	 SI1	60.2	52	2935	6.27	6.15	3.74	1	4
1.17	 I	 I1	65.4	62	2935	6.68	6.57	4.33	1	1
0.8	 H	 VS1	62	60	2935	5.92	5.86	3.65	1	4
0.7	 G	 VVS2	61.8	60	2936	5.63	5.69	3.5	0	3
0.81	 H	 SI1	60.2	58	2936	6.06	6.1	3.66	1	3
0.74	 F	 VS2	60.5	59	2936	5.81	5.86	3.53	0	5
0.7	 D	 SI2	62.6	54	2936	5.69	5.72	3.57	0	5
0.82	 E	 SI2	62.1	56	2937	6.01	5.98	3.72	1	5
0.76	 E	 SI1	58.3	62	2937	6.12	5.95	3.52	0	4
0.76	 G	 VS1	59.6	57	2937	6.01	5.91	3.55	0	4
0.95	 G	 SI2	58.8	60	2937	6.35	6.31	3.72	1	4
0.71	 H	 VVS1	62.7	57	2938	5.66	5.72	3.57	0	3
0.71	 H	 VVS1	62.7	59	2938	5.65	5.67	3.55	0	3
0.81	 E	 SI2	60.2	57	2938	6.1	6.06	3.66	1	5
0.73	 F	 VS2	62.7	58	2939	5.73	5.75	3.6	0	3
0.73	 G	 VS1	60.7	57	2939	5.76	5.83	3.52	0	3
0.83	 F	 SI2	61.9	56	2939	5.99	6.02	3.72	1	3
0.77	 D	 SI1	59.5	60	2939	6.01	5.95	3.56	0	4
0.8	 E	 SI2	60.8	56	2939	6.02	6.01	3.66	1	5
0.73	 F	 VS2	62.7	58	2939	5.72	5.77	3.6	0	5
0.72	 E	 SI2	62.4	57	2939	5.71	5.74	3.57	0	5
0.75	 G	 VS2	60.6	55	2939	5.93	5.91	3.59	0	5
0.8	 E	 SI2	59.9	58	2939	6.03	5.96	3.59	1	4
0.81	 I	 VS2	61.8	56	2939	6.02	5.99	3.71	1	5
0.82	 H	 VS2	62.6	59	2939	5.99	5.93	3.73	1	4
0.7	 F	 VVS2	63.1	57	2940	5.59	5.66	3.55	0	2
1.24	 J	 I1	61.9	55	2940	6.85	6.92	4.26	1	3
0.7	 F	 VVS2	62.6	59	2940	5.6	5.64	3.52	0	3
0.7	 F	 VS1	61.2	54	2940	5.92	5.64	3.54	0	5
0.75	 E	 VS2	56	67	2940	6.18	6.08	3.43	0	1
1	 H	 I1	57.6	61	2940	6.67	6.6	3.82	1	2
0.75	 E	 VS2	61.6	57	2940	5.84	5.81	3.59	0	5
0.7	 E	 VS2	61.5	56	2940	5.73	5.68	3.51	0	5
0.79	 E	 SI2	59.2	59	2941	6.04	6.06	3.58	0	3
0.8	 F	 SI1	63.8	59	2941	5.83	5.87	3.73	1	2
0.81	 F	 SI2	62.7	58	2942	5.92	5.95	3.72	1	3
0.71	 F	 VS1	61.1	58	2942	5.76	5.72	3.51	0	4
1.03	 G	 SI2	65.7	59	2942	6.3	6.24	4.12	1	1
0.7	 F	 VS2	60.8	56	2942	5.78	5.79	3.52	0	5
0.76	 D	 SI1	61.6	59	2942	5.84	5.82	3.59	0	4
1.01	 G	 SI2	67.1	59	2942	6.27	6.19	4.18	1	1
0.73	 D	 SI1	61.4	56	2943	5.82	5.78	3.56	0	5
0.72	 F	 VS2	62	56	2943	5.77	5.75	3.57	0	5
0.74	 H	 VVS2	61.3	58	2944	5.8	5.85	3.57	0	3
0.79	 G	 SI1	61.6	55	2944	5.96	5.98	3.68	0	5
0.57	 D	 VVS1	60.4	57	2945	5.39	5.44	3.27	0	3
0.79	 H	 VS2	61.5	55	2945	5.89	5.94	3.64	0	3
0.78	 D	 SI1	62.4	58	2945	5.86	5.9	3.67	0	3
0.85	 G	 SI1	64.9	56	2945	5.95	5.98	3.87	1	2
0.71	 E	 VS1	63.3	59	2946	5.64	5.67	3.58	0	3
0.71	 E	 VS1	62.7	57	2946	5.69	5.73	3.58	0	3
0.72	 H	 VVS1	62.2	56	2946	5.72	5.75	3.57	0	5
0.72	 H	 VVS1	62.5	57	2946	5.7	5.73	3.57	0	5
0.77	 I	 SI1	61.5	56	2946	5.9	5.93	3.64	0	5
0.79	 E	 SI1	62.3	55	2946	5.9	5.94	3.69	0	5
0.78	 H	 VS1	61.7	56	2947	5.92	5.94	3.66	0	3
0.76	 E	 VS1	62.1	57	2947	5.82	5.87	3.63	0	5
0.92	 H	 SI2	58.5	57	2947	6.37	6.34	3.72	1	5
0.73	 D	 VS2	60.9	59	2947	5.82	5.77	3.53	0	4
0.7	 H	 VVS1	61.2	57	2947	5.69	5.72	3.49	0	5
0.7	 H	 VVS1	60.5	58	2947	5.76	5.81	3.5	0	5
0.74	 I	 VS1	62	56	2947	5.79	5.82	3.6	0	5
0.74	 I	 VS1	61.1	57	2947	5.83	5.86	3.57	0	5
0.73	 D	 SI1	61.2	57	2947	5.79	5.81	3.55	0	5
0.82	 H	 VS2	62.4	54	2947	5.97	6.04	3.75	1	2
0.9	 I	 SI1	60.9	56	2947	6.26	6.21	3.8	1	4
0.73	 G	 VS1	61.7	55	2948	5.8	5.84	3.59	0	5
0.7	 E	 SI1	62	56	2948	5.68	5.7	3.53	0	5
0.9	 I	 SI2	62.5	58	2948	6.15	6.1	3.83	1	4
0.9	 I	 SI2	66.4	60	2948	5.92	5.86	3.91	1	1
0.9	 I	 SI2	60.6	60	2948	6.28	6.23	3.79	1	4
0.9	 I	 SI2	62	56	2948	6.2	6.16	3.83	1	5
1	 E	 SI2	65.8	58	2948	6.28	6.16	4.09	1	1
0.72	 E	 VS2	63	56	2949	5.66	5.73	3.59	0	3
0.76	 E	 SI1	61.7	57	2949	5.84	5.89	3.62	0	5
0.77	 D	 SI1	62.6	57	2949	5.81	5.92	3.67	0	5
0.72	 H	 VS1	62.3	55	2949	5.72	5.74	3.57	0	5
0.99	 J	 SI1	58	67	2949	6.57	6.5	3.79	1	1
0.81	 I	 VS1	62.7	58	2950	5.9	5.96	3.72	1	3
0.71	 G	 VS1	62.4	57	2950	5.68	5.73	3.56	0	5
0.71	 D	 VS2	62.1	60	2950	5.72	5.68	3.54	0	4
0.54	 F	 VVS1	61.6	55	2951	5.27	5.28	3.25	0	5
0.72	 D	 VS1	62.7	58	2951	5.65	5.68	3.55	0	3
0.81	 H	 SI1	62.3	58	2951	5.95	5.96	3.71	1	5
0.73	 F	 SI1	61.6	55	2951	5.77	5.81	3.56	0	5
0.72	 E	 SI1	61	56	2951	5.84	5.79	3.55	0	5
0.7	 E	 VS2	62.4	58	2952	5.66	5.68	3.54	0	3
0.7	 E	 VS2	63.4	59	2952	5.63	5.67	3.58	0	3
0.7	 E	 VS2	61.8	59	2952	5.63	5.67	3.49	0	3
0.7	 E	 VS1	61.3	60	2952	5.68	5.7	3.49	0	3
0.72	 G	 VS2	61.5	55	2952	5.76	5.79	3.55	0	5
0.72	 G	 VS2	61.4	55	2952	5.76	5.8	3.55	0	5
0.7	 E	 VS2	61.9	58	2952	5.7	5.73	3.54	0	5
0.7	 E	 VS2	62.6	57	2952	5.63	5.68	3.54	0	5
0.7	 E	 VS2	62.1	55	2952	5.71	5.75	3.56	0	5
0.74	 I	 IF	62.1	53.9	2952	5.79	5.81	3.6	0	5
0.7	 E	 VS1	61	61	2952	5.69	5.72	3.48	0	2
0.8	 H	 VS2	59.1	59	2953	6.02	6.07	3.57	1	3
0.79	 F	 VS2	63	59	2953	5.84	5.8	3.66	0	4
0.75	 F	 VS1	64.4	59	2953	5.67	5.72	3.66	0	2
0.71	 E	 VS2	59.6	60	2954	5.8	5.85	3.47	0	3
0.72	 D	 SI1	61.9	55	2954	5.75	5.78	3.57	0	5
0.72	 E	 VS2	61.1	59	2954	5.75	5.8	3.53	0	4
0.72	 D	 SI1	61.4	59	2954	5.71	5.79	3.53	0	4
0.75	 D	 SI1	62.3	57	2954	5.8	5.83	3.62	0	5
0.82	 D	 SI1	63.1	58	2954	5.97	5.95	3.76	1	3
0.76	 G	 VS2	61.7	54	2954	5.88	5.92	3.64	0	5
0.89	 I	 VS1	62.2	62	2955	6.14	6.02	3.78	1	4
0.7	 F	 VS2	62.4	57	2956	5.67	5.71	3.55	0	3
0.74	 H	 VS1	61.4	56	2956	5.81	5.84	3.57	0	3
0.74	 H	 VS1	62.3	56	2956	5.75	5.78	3.59	0	3
0.95	 I	 SI2	63.8	57	2956	6.13	6.23	3.94	1	2
0.91	 J	 SI1	62.8	59	2956	6.14	6.19	3.87	1	3
0.7	 F	 VS2	60.8	57	2956	5.75	5.77	3.5	0	5
0.71	 F	 VVS2	58.2	60	2956	5.89	5.94	3.44	0	2
0.7	 D	 VS1	60.4	58	2956	5.78	5.71	3.47	0	4
0.72	 F	 VS2	62.6	56	2956	5.75	5.72	3.59	0	5
0.72	 F	 VS2	62.2	56	2956	5.75	5.73	3.57	0	5
0.72	 H	 VVS1	62	55	2958	5.74	5.77	3.57	0	5
0.79	 I	 VS1	62.2	57	2958	5.89	5.94	3.68	0	5
0.72	 G	 VS1	58	57.8	2958	5.85	5.87	3.4	0	2
0.98	 F	 SI2	61.6	66	2958	6.46	6.24	3.92	1	1
0.56	 D	 VVS1	60.1	58	2959	5.36	5.42	3.24	0	3
0.7	 F	 VS1	60.1	58	2959	5.73	5.79	3.46	0	3
0.79	 G	 VS2	62.3	58	2959	5.92	5.89	3.68	0	4
0.82	 I	 SI1	61.8	55	2959	6	6.03	3.72	1	5
0.74	 G	 VVS2	65.2	58	2959	5.7	5.6	3.69	0	1
0.71	 H	 VVS2	61.8	56	2960	5.7	5.73	3.53	0	3
0.7	 D	 VS2	63	56	2960	5.61	5.69	3.56	0	3
0.7	 D	 VS2	63.4	57	2960	5.6	5.67	3.57	0	2
0.7	 D	 VS2	61.3	57	2960	5.72	5.76	3.52	0	5
0.76	 F	 VS2	62.6	56	2960	5.82	5.78	3.63	0	5
0.72	 G	 VS2	61.3	56	2960	5.77	5.81	3.55	0	5
0.64	 G	 IF	61.7	58	2960	5.52	5.56	3.42	0	5
0.71	 F	 VVS2	58.9	61	2960	5.8	5.9	3.44	0	2
0.74	 G	 VS1	61.8	55	2960	5.85	5.8	3.6	0	5
0.77	 H	 VS1	62.8	58	2961	5.75	5.78	3.62	0	3
0.74	 H	 VVS2	61.2	57	2961	5.79	5.85	3.56	0	5
0.72	 E	 VS1	61.5	60	2961	5.79	5.75	3.55	0	4
0.73	 F	 VS1	61.9	56	2961	5.81	5.76	3.58	0	4
0.73	 F	 VS1	62.7	56	2961	5.75	5.73	3.6	0	4
0.63	 F	 VVS2	62.3	56	2961	5.48	5.5	3.42	0	5
0.72	 H	 VS1	61.1	57	2961	5.8	5.82	3.55	0	5
0.76	 E	 SI1	60.6	57	2961	5.91	5.93	3.59	0	5
0.71	 F	 VS1	62.1	53	2961	5.77	5.7	3.56	0	4
0.75	 H	 VS1	61.9	61	2961	5.85	5.82	3.61	0	4
0.96	 E	 SI2	60.4	56	2961	6.32	6.23	3.79	1	4
0.63	 D	 VVS2	62.6	56	2962	5.47	5.49	3.43	0	5
0.72	 E	 VS2	62	56	2962	5.73	5.76	3.56	0	5
0.71	 G	 VS1	62.2	56	2962	5.69	5.72	3.55	0	5
0.82	 F	 SI1	62.4	56	2962	6.01	5.98	3.74	1	4
0.71	 E	 VS1	62.1	53	2963	5.76	5.73	3.57	0	5
0.91	 E	 SI2	58.6	63	2963	6.38	6.32	3.72	1	3
0.71	 E	 VS2	62.9	57	2964	5.68	5.7	3.58	0	3
0.71	 E	 SI1	62.9	55	2964	5.64	5.68	3.56	0	3
0.71	 D	 SI1	59.4	59	2964	5.78	5.81	3.44	0	3
0.7	 E	 VS1	63.6	58	2964	5.61	5.56	3.55	0	2
0.7	 E	 VS1	64.5	57	2964	5.59	5.55	3.59	0	1
0.75	 E	 SI1	61.7	56	2964	5.84	5.86	3.61	0	5
0.9	 F	 SI2	65.7	59	2964	6.03	5.99	3.95	1	1
0.9	 F	 SI2	64.2	62	2964	6.08	6	3.88	1	2
0.9	 J	 VS1	65.4	60	2964	6.02	5.93	3.91	1	1
0.9	 J	 VS1	62.1	62	2964	6.12	6.05	3.78	1	4
1	 G	 SI1	65.7	54	2964	6.24	6.16	4.07	1	1
1.5	 H	 I1	65.6	54	2964	7.26	7.09	4.7	1	1
1.05	 E	 I1	61.4	58	2964	6.53	6.46	3.99	1	4
0.9	 J	 VS1	64.6	58	2964	6.12	6.06	3.93	1	1
0.71	 I	 VS1	61.8	56	2965	5.68	5.72	3.52	0	5
0.71	 I	 VS1	61.6	56	2965	5.71	5.75	3.53	0	5
0.71	 I	 VS1	61.3	57	2965	5.73	5.76	3.52	0	5
0.71	 I	 VS1	61.5	56	2965	5.72	5.76	3.52	0	5
0.7	 G	 SI1	61.7	55	2965	5.7	5.73	3.53	0	5
0.7	 G	 SI1	60.9	56	2965	5.73	5.79	3.51	0	5
0.73	 G	 VS2	62.1	59	2966	5.68	5.73	3.54	0	3
0.85	 E	 SI2	63.1	58	2966	6.02	6	3.79	1	3
0.7	 I	 VVS1	61.8	56	2966	5.69	5.73	3.53	0	5
0.75	 F	 SI1	61.2	55	2966	5.87	5.92	3.61	0	5
0.82	 F	 SI2	60.9	57	2966	6.06	6.02	3.68	1	5
0.7	 E	 VS1	61.3	56	2967	5.68	5.71	3.49	0	3
0.7	 E	 VS1	61.5	56	2967	5.69	5.75	3.52	0	3
0.86	 G	 SI2	62.6	56	2967	6.01	6.07	3.78	1	3
0.79	 H	 VS2	62	56	2967	5.91	5.93	3.67	0	5
0.31	 E	 SI2	60.8	61	558	4.43	4.39	2.68	0	4
0.31	 E	 SI2	61.2	61	558	4.37	4.36	2.67	0	4
0.31	 G	 SI2	61.4	55	558	4.39	4.37	2.69	0	5
0.3	 H	 VVS2	62	56	559	4.28	4.3	2.66	0	3
0.31	 G	 VS2	62.6	56	559	4.33	4.37	2.72	0	3
0.31	 G	 VS2	61.4	55	559	4.38	4.41	2.69	0	3
0.31	 G	 VS2	60.9	57	559	4.37	4.39	2.67	0	3
0.24	 G	 VVS1	62.4	56	559	3.97	3.99	2.48	0	5
0.24	 G	 VVS1	62.1	56	559	3.97	4	2.47	0	5
0.24	 G	 VVS1	62.2	56	559	4	4.04	2.5	0	5
0.24	 G	 VVS1	62	55	559	4.01	4.03	2.49	0	5
0.24	 G	 VVS1	62	56	559	3.97	4.01	2.47	0	5
0.32	 E	 SI1	61.9	55	559	4.4	4.43	2.73	0	5
0.32	 E	 SI1	61	56	559	4.41	4.45	2.7	0	5
0.24	 G	 IF	61.7	56	559	3.99	4.01	2.47	0	5
0.24	 G	 IF	60.8	58	559	4.01	4.05	2.44	0	5
0.24	 G	 IF	61.8	55	559	3.99	4.02	2.47	0	5
0.24	 G	 IF	61.6	57	559	3.99	4.02	2.46	0	5
0.24	 G	 IF	61.3	57	559	4	4.03	2.46	0	5
0.32	 G	 VS1	62.3	55	559	4.39	4.41	2.74	0	5
0.32	 G	 VS1	61.8	55	559	4.42	4.45	2.74	0	5
0.25	 E	 VVS2	62	56	560	4.05	4.08	2.52	0	3
0.25	 E	 VVS1	61.5	56	560	4.06	4.08	2.5	0	3
0.25	 F	 IF	61.5	56	560	4.04	4.06	2.48	0	3
0.27	 F	 IF	60.4	58	560	4.18	4.2	2.53	0	3
0.32	 G	 VS2	61.6	54	560	4.4	4.43	2.72	0	5
0.36	 F	 SI1	61.6	56	560	4.57	4.62	2.83	0	5
0.41	 I	 SI1	61.7	55	561	4.77	4.8	2.95	0	5
0.32	 H	 VS1	60.2	58	561	4.43	4.47	2.68	0	4
0.32	 H	 VS1	61.5	57	561	4.4	4.42	2.71	0	5
0.75	 E	 SI1	60.2	60	2968	5.89	5.93	3.56	0	3
0.92	 H	 SI1	59.2	60	2968	6.4	6.35	3.76	1	4
1.13	 H	 I1	64.8	59	2968	6.52	6.42	4.19	1	1
0.71	 D	 VS2	58.7	61	2968	5.88	5.85	3.44	0	4
1.06	 I	 SI2	61.5	57	2968	6.57	6.49	4.02	1	4
0.9	 G	 SI2	62.4	57	2968	6.16	6.13	3.84	1	5
0.8	 G	 VS2	61.2	57	2969	6.02	6.07	3.7	1	5
0.52	 E	 VVS2	60.1	58	2970	5.23	5.18	3.13	0	4
0.72	 G	 VS1	60.6	56	2970	5.84	5.87	3.55	0	3
0.7	 F	 VS1	63.8	58	2970	5.58	5.61	3.57	0	2
0.78	 E	 VS2	62.6	57	2970	5.91	5.85	3.68	0	4
0.78	 H	 VS2	61.6	56	2970	5.94	5.91	3.64	0	5
1.04	 I	 SI2	59.9	64	2970	6.51	6.45	3.88	1	2
0.91	 F	 SI1	64.9	57	2971	6.13	6.08	3.96	1	1
0.81	 E	 SI1	63.8	58	2972	5.85	5.97	3.77	1	3
0.76	 G	 VS1	59.4	57	2972	5.99	6.03	3.57	0	5
0.7	 G	 VS1	61.7	56	2972	5.64	5.71	3.5	0	5
0.9	 H	 SI2	63.1	60	2972	6.14	6.09	3.86	1	3
0.81	 H	 VS1	62.6	58	2972	5.96	5.9	3.71	1	4
0.9	 J	 SI2	63.3	59	2973	6.08	6.12	3.86	1	3
0.75	 G	 VS1	62.3	57	2973	5.83	5.86	3.64	0	5
0.77	 D	 SI2	60.6	56	2973	5.9	5.95	3.59	0	5
0.7	 E	 VS1	60.5	56	2973	5.74	5.79	3.49	0	5
0.81	 E	 SI1	59.5	60	2973	6.05	6.09	3.61	1	3
0.7	 E	 VS1	59.8	62	2973	5.74	5.8	3.45	0	2
0.82	 F	 SI1	62.6	57	2974	5.96	6.02	3.75	1	5
0.57	 F	 IF	61.8	54	2974	5.33	5.35	3.3	0	5
0.9	 H	 SI1	64.2	60	2974	6.05	6.02	3.87	1	2
1	 D	 SI2	69.3	58	2974	5.96	5.87	4.1	1	1
0.71	 G	 VS2	59.5	57	2974	5.81	5.8	3.46	0	5
0.7	 F	 VS1	62.1	57	2975	5.69	5.72	3.54	0	3
0.7	 F	 VVS2	62.2	58	2975	5.72	5.66	3.54	0	4
0.82	 E	 SI2	63.3	56	2975	5.99	5.95	3.78	1	3
0.8	 F	 SI1	62.8	54	2975	5.9	5.97	3.74	1	5
0.83	 G	 SI1	61.6	59	2975	6.02	5.99	3.7	1	4
0.83	 H	 VS2	61.3	54	2975	6.1	6.06	3.73	1	5
0.77	 E	 SI1	60.4	58	2975	6	5.88	3.59	0	4
0.79	 F	 SI1	62.5	57	2976	5.88	5.92	3.69	0	5
0.72	 E	 SI1	61	56	2976	5.82	5.85	3.56	0	5
0.91	 I	 SI2	63	54	2976	6.17	6.12	3.86	1	5
0.71	 G	 VVS2	60.8	58	2977	5.75	5.77	3.5	0	3
0.81	 F	 SI1	61.9	57	2977	5.98	6.01	3.71	1	5
0.76	 D	 VS2	60.9	58	2977	5.9	5.85	3.58	0	4
0.54	 F	 VVS1	61.6	55	2977	5.28	5.27	3.25	0	5
0.71	 G	 VVS2	62.5	58	2978	5.7	5.73	3.57	0	5
0.7	 E	 VS1	61.3	54	2978	5.77	5.83	3.54	0	5
0.8	 E	 SI2	61	55	2978	6	6.03	3.67	1	5
0.76	 E	 SI2	62.1	56	2978	5.85	5.88	3.64	0	5
0.72	 H	 VVS1	59.9	59	2979	5.76	5.82	3.47	0	5
0.7	 E	 VS2	61.7	56	2979	5.74	5.71	3.53	0	5
0.86	 F	 SI2	61.8	58	2980	6.12	6.15	3.79	1	4
0.7	 E	 VS2	61.5	57	2980	5.67	5.78	3.52	0	5
0.7	 D	 SI1	61.3	61	2980	5.63	5.69	3.47	0	2
0.64	 F	 IF	58.6	61	2980	5.69	5.71	3.34	0	2
0.7	 E	 VS2	62.2	55	2981	5.67	5.71	3.54	0	5
0.91	 I	 SI2	60.2	59	2981	6.29	6.24	3.77	1	4
0.91	 I	 SI2	61.6	57	2981	6.24	6.23	3.84	1	5
0.9	 E	 SI2	58.7	63	2982	6.2	6.23	3.65	1	2
0.71	 G	 VVS1	61.7	57	2982	5.7	5.75	3.53	0	5
0.9	 E	 SI2	65.8	59	2982	6.03	5.98	3.95	1	1
0.71	 E	 VS2	59.5	57	2982	5.86	5.83	3.48	0	5
0.71	 G	 VS1	60.8	63	2982	5.76	5.68	3.48	0	3
0.71	 E	 VS2	62.6	58	2982	5.72	5.68	3.57	0	4
0.74	 E	 VS2	62.7	54	2984	5.8	5.77	3.63	0	5
0.9	 J	 VS2	63.1	57	2984	6.12	6.06	3.84	1	3
1	 G	 I1	62.5	62	2984	6.42	6.35	3.99	1	4
0.7	 D	 VS2	63.1	56	2985	5.62	5.69	3.57	0	3
0.75	 E	 SI1	62.2	57	2985	5.82	5.86	3.63	0	5
0.82	 H	 VS1	62.3	60	2985	5.97	5.94	3.71	1	4
0.77	 G	 VS1	62.8	58	2986	5.78	5.84	3.65	0	3
0.8	 I	 VS1	61.9	54.1	2986	5.92	5.98	3.69	1	5
0.82	 I	 VS1	61.6	57	2986	6	6.05	3.71	1	5
0.84	 G	 SI2	62	56	2986	6.02	6.05	3.74	1	5
0.7	 G	 VS1	61.3	59	2987	5.68	5.7	3.49	0	5
0.74	 D	 SI1	61.5	56	2987	5.8	5.84	3.58	0	5
0.77	 E	 SI1	61.7	58	2988	5.86	5.9	3.63	0	4
0.6	 F	 IF	60.1	54	2988	5.5	5.58	3.33	0	3
1.03	 G	 I1	63.2	58	2988	6.44	6.34	4.04	1	3
0.76	 I	 IF	61.6	55	2988	5.92	5.89	3.64	0	5
0.72	 F	 VS2	62.1	54	2989	5.76	5.8	3.59	0	5
0.83	 D	 SI1	61.3	58	2990	6.03	6	3.69	1	4
0.76	 G	 VS2	62.1	54	2990	5.88	5.94	3.67	0	3
0.72	 E	 VS2	62.9	57	2990	5.68	5.73	3.59	0	3
0.57	 E	 VVS1	59.1	65	2990	5.34	5.43	3.18	0	2
0.75	 G	 VS2	60.6	55	2991	5.91	5.93	3.59	0	5
0.7	 D	 VS2	60.3	60	2991	5.71	5.76	3.46	0	5
0.7	 E	 VS2	62.8	56	2992	5.66	5.68	3.56	0	3
0.75	 H	 VVS2	62	55.1	2992	5.83	5.85	3.62	0	5
1.06	 J	 SI2	61	66	2992	6.54	6.35	3.93	1	1
0.69	 F	 VVS2	61.5	60	2993	5.64	5.67	3.48	0	3
0.87	 H	 SI2	61	56	2993	6.15	6.19	3.77	1	3
0.75	 E	 SI1	63.6	56	2993	5.73	5.75	3.65	0	3
0.7	 G	 VVS2	63	55	2993	5.65	5.69	3.57	0	5
0.7	 F	 VS1	62.4	55	2993	5.65	5.7	3.54	0	5
0.75	 E	 SI1	61.1	57	2993	5.83	5.86	3.57	0	5
0.72	 D	 SI1	61.1	59	2993	5.76	5.8	3.53	0	5
1.01	 G	 SI1	65.1	57	2993	6.27	6.22	4.07	1	1
0.71	 F	 VS2	59.6	56	2994	5.84	5.88	3.49	0	3
0.71	 G	 VS1	59.3	55	2994	5.88	5.95	3.51	0	3
0.81	 G	 VS2	63.1	58	2994	5.88	5.84	3.7	1	3
1.24	 J	 I1	61.9	55	2994	6.92	6.85	4.26	1	4
0.81	 G	 VS2	62	58	2994	5.95	5.92	3.68	1	4
0.81	 D	 SI2	61.7	58	2994	5.97	5.93	3.67	1	4
0.73	 D	 SI1	61.4	56	2995	5.78	5.82	3.56	0	5
0.7	 G	 VS1	60.9	56	2995	5.76	5.8	3.52	0	5
0.91	 F	 SI2	65.3	51	2996	6.05	5.98	3.93	1	1
0.88	 I	 VS1	63.3	55	2996	6.11	6.06	3.85	1	3
0.77	 D	 SI1	61.4	56	2996	5.9	5.93	3.63	0	5
0.74	 I	 VS2	61.9	55	2997	5.8	5.83	3.6	0	5
0.72	 H	 SI1	61.1	56	2997	5.78	5.8	3.54	0	5
0.7	 D	 VS2	62.8	57	2998	5.69	5.75	3.59	0	5
0.72	 H	 VS1	61.4	56	2998	5.79	5.81	3.56	0	5
0.7	 F	 VS1	61.6	57	2998	5.7	5.73	3.52	0	5
1.01	 J	 VVS2	66	56	2998	6.29	6.22	4.13	1	1
0.85	 G	 VS1	57.7	67	2998	6.26	6.19	3.59	1	1
0.7	 D	 VS2	59.7	59	2999	5.82	5.78	3.46	0	3
0.73	 G	 VS1	62.4	58.1	2999	5.71	5.75	3.58	0	3
1.02	 H	 I1	61.5	60	2999	6.4	6.34	3.92	1	1
0.87	 F	 SI2	61.6	58	2999	6.14	6.1	3.77	1	4
0.71	 F	 SI1	61.9	56	2999	5.69	5.74	3.54	0	5
0.7	 G	 VVS2	60.6	60	2999	5.77	5.69	3.47	0	4
0.74	 E	 VS1	62.7	58	2999	5.83	5.74	3.63	0	4
0.74	 E	 VS1	60.9	62	2999	5.83	5.8	3.54	0	4
0.7	 G	 VVS2	60.2	61	2999	5.74	5.66	3.43	0	4
0.77	 E	 SI1	62.5	56	3000	5.87	5.91	3.68	0	5
0.93	 J	 VS2	63.6	61	3000	6.16	6.08	3.89	1	2
0.9	 I	 SI2	60.6	60	3001	6.23	6.28	3.79	1	4
0.9	 I	 SI2	62.5	58	3001	6.1	6.15	3.83	1	3
0.9	 I	 SI2	62	56	3001	6.16	6.2	3.83	1	5
0.72	 D	 SI1	61.5	58	3001	5.74	5.78	3.54	0	3
0.7	 D	 VS1	61.6	61	3001	5.66	5.61	3.47	0	4
